city,dates,gender,outcome.runs,outcome.winner,player_of_match,team,umpires,venue,matchid,outcome.wickets,outcome.method,neutral_venue,match_type_number,year,did_win,bat_first,total_wins,win_percentage
Colombo,2017-04-01,male,70.0,Sri Lanka,NLTC Perera,Sri Lanka,MA Gough,Sinhalese Sports Club Ground,1083448,,,,,2017,True,True,5,0.19230769230769232
,2017-06-30,male,,Zimbabwe,SF Mire,Sri Lanka,IJ Gould,Galle International Stadium,1104478,6.0,,,,2017,False,True,5,0.19230769230769232
,2017-07-02,male,,Sri Lanka,PADLR Sandakan,Sri Lanka,NJ Llong,Galle International Stadium,1104479,7.0,,,,2017,True,False,5,0.19230769230769232
Hambantota,2017-07-06,male,,Sri Lanka,MD Gunathilaka,Sri Lanka,IJ Gould,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",1104480,8.0,,,,2017,True,False,5,0.19230769230769232
Hambantota,2017-07-10,male,,Zimbabwe,Sikandar Raza,Sri Lanka,IJ Gould,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",1104482,3.0,,,,2017,False,True,5,0.19230769230769232
,2017-08-20,male,,India,S Dhawan,Sri Lanka,JS Wilson,Rangiri Dambulla International Stadium,1109605,9.0,,,3905.0,2017,False,True,5,0.19230769230769232
,2017-08-27,male,,India,JJ Bumrah,Sri Lanka,JS Wilson,Pallekele International Cricket Stadium,1109607,6.0,,,3907.0,2017,False,True,5,0.19230769230769232
Colombo,2017-08-31,male,168.0,India,V Kohli,Sri Lanka,PR Reiffel,"R.Premadasa Stadium, Khettarama",1109608,,,,3908.0,2017,False,False,5,0.19230769230769232
Colombo,2017-09-03,male,,India,B Kumar,Sri Lanka,REJ Martinesz,"R.Premadasa Stadium, Khettarama",1109609,6.0,,,3909.0,2017,False,True,5,0.19230769230769232
,2017-10-13,male,83.0,Pakistan,Shoaib Malik,Sri Lanka,S Ravi,Dubai International Cricket Stadium,1120286,,,,3922.0,2017,False,False,5,0.19230769230769232
Abu Dhabi,2017-10-16,male,32.0,Pakistan,Shadab Khan,Sri Lanka,Shozab Raza,Sheikh Zayed Stadium,1120287,,,,3924.0,2017,False,False,5,0.19230769230769232
Abu Dhabi,2017-10-18,male,,Pakistan,Imam-ul-Haq,Sri Lanka,Ahsan Raza,Sheikh Zayed Stadium,1120288,7.0,,,3926.0,2017,False,True,5,0.19230769230769232
,2017-10-20,male,,Pakistan,Babar Azam,Sri Lanka,RA Kettleborough,Sharjah Cricket Stadium,1120289,7.0,,,3927.0,2017,False,True,5,0.19230769230769232
,2017-10-23,male,,Pakistan,Usman Shinwari,Sri Lanka,Ahsan Raza,Sharjah Cricket Stadium,1120290,9.0,,,3930.0,2017,False,True,5,0.19230769230769232
Dharamsala,2017-12-10,male,,Sri Lanka,RAS Lakmal,Sri Lanka,SD Fry,Himachal Pradesh Cricket Association Stadium,1122726,7.0,,,3939.0,2017,True,False,5,0.19230769230769232
Chandigarh,2017-12-13,male,141.0,India,RG Sharma,Sri Lanka,CK Nandan,"Punjab Cricket Association IS Bindra Stadium, Mohali",1122727,,,,3941.0,2017,False,False,5,0.19230769230769232
Visakhapatnam,2017-12-17,male,,India,Kuldeep Yadav,Sri Lanka,Nitin Menon,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1122728,8.0,,,3942.0,2017,False,True,5,0.19230769230769232
Port Elizabeth,2017-01-28,male,,South Africa,Imran Tahir,Sri Lanka,RA Kettleborough,St George's Park,936159,8.0,,,,2017,False,True,5,0.19230769230769232
Durban,2017-02-01,male,121.0,South Africa,F du Plessis,Sri Lanka,RK Illingworth,Kingsmead,936161,,,,,2017,False,False,5,0.19230769230769232
Johannesburg,2017-02-04,male,,South Africa,D Pretorius,Sri Lanka,RA Kettleborough,New Wanderers Stadium,936163,7.0,,,,2017,False,True,5,0.19230769230769232
Cape Town,2017-02-07,male,40.0,South Africa,F du Plessis,Sri Lanka,RK Illingworth,Newlands,936165,,,,,2017,False,False,5,0.19230769230769232
Centurion,2017-02-10,male,88.0,South Africa,HM Amla,Sri Lanka,RA Kettleborough,SuperSport Park,936167,,,,,2017,False,False,5,0.19230769230769232
London,2017-06-08,male,,Sri Lanka,BKG Mendis,India,RA Kettleborough,Kennington Oval,1022361,7.0,,1.0,,2017,False,True,18,0.72
London,2017-06-11,male,,India,JJ Bumrah,India,Aleem Dar,Kennington Oval,1022367,8.0,,1.0,,2017,True,False,18,0.72
Birmingham,2017-06-15,male,,India,RG Sharma,India,RA Kettleborough,Edgbaston,1022373,9.0,,1.0,,2017,True,False,18,0.72
London,2017-06-18,male,180.0,Pakistan,Fakhar Zaman,India,M Erasmus,Kennington Oval,1022375,,,1.0,,2017,False,False,18,0.72
Pune,2017-01-15,male,,India,KM Jadhav,India,HDPK Dharmasena,Maharashtra Cricket Association Stadium,1034819,3.0,,,,2017,True,False,18,0.72
Cuttack,2017-01-19,male,15.0,India,Yuvraj Singh,India,AK Chaudhary,Barabati Stadium,1034821,,,,,2017,True,True,18,0.72
Kolkata,2017-01-22,male,5.0,England,BA Stokes,India,AK Chaudhary,Eden Gardens,1034823,,,,,2017,False,False,18,0.72
Trinidad,2017-06-25,male,105.0,India,AM Rahane,India,CB Gaffaney,"Queen's Park Oval, Port of Spain",1098207,,,,,2017,True,True,18,0.72
Antigua,2017-06-30,male,93.0,India,MS Dhoni,India,N Duguid,"Sir Vivian Richards Stadium, North Sound",1098208,,,,,2017,True,True,18,0.72
Antigua,2017-07-02,male,11.0,West Indies,JO Holder,India,JS Wilson,"Sir Vivian Richards Stadium, North Sound",1098209,,,,,2017,False,False,18,0.72
Jamaica,2017-07-06,male,,India,V Kohli,India,LS Reifer,"Sabina Park, Kingston",1098210,8.0,,,,2017,True,False,18,0.72
,2017-08-20,male,,India,S Dhawan,India,RSA Palliyaguruge,Rangiri Dambulla International Stadium,1109605,9.0,,,3905.0,2017,True,False,18,0.72
,2017-08-27,male,,India,JJ Bumrah,India,RSA Palliyaguruge,Pallekele International Cricket Stadium,1109607,6.0,,,3907.0,2017,True,False,18,0.72
Colombo,2017-08-31,male,168.0,India,V Kohli,India,RR Wimalasiri,"R.Premadasa Stadium, Khettarama",1109608,,,,3908.0,2017,True,True,18,0.72
Colombo,2017-09-03,male,,India,B Kumar,India,JS Wilson,"R.Premadasa Stadium, Khettarama",1109609,6.0,,,3909.0,2017,True,False,18,0.72
Kolkata,2017-09-21,male,50.0,India,V Kohli,India,RK Illingworth,Eden Gardens,1119497,,,,3912.0,2017,True,True,18,0.72
Indore,2017-09-24,male,,India,HH Pandya,India,M Erasmus,Holkar Cricket Stadium,1119498,5.0,,,3914.0,2017,True,False,18,0.72
Bengaluru,2017-09-28,male,21.0,Australia,DA Warner,India,RK Illingworth,M.Chinnaswamy Stadium,1119499,,,,3917.0,2017,False,False,18,0.72
Nagpur,2017-10-01,male,,India,RG Sharma,India,CK Nandan,"Vidarbha Cricket Association Stadium, Jamtha",1119500,7.0,,,3919.0,2017,True,False,18,0.72
Mumbai,2017-10-22,male,,New Zealand,TWM Latham,India,MA Gough,Wankhede Stadium,1120090,6.0,,,3928.0,2017,False,True,18,0.72
Pune,2017-10-25,male,,India,B Kumar,India,C Shamshuddin,Maharashtra Cricket Association Stadium,1120091,6.0,,,3931.0,2017,True,False,18,0.72
Kanpur,2017-10-29,male,6.0,India,RG Sharma,India,MA Gough,Green Park,1120092,,,,3932.0,2017,True,True,18,0.72
Dharamsala,2017-12-10,male,,Sri Lanka,RAS Lakmal,India,AK Chaudhary,Himachal Pradesh Cricket Association Stadium,1122726,7.0,,,3939.0,2017,False,True,18,0.72
Chandigarh,2017-12-13,male,141.0,India,RG Sharma,India,PR Reiffel,"Punjab Cricket Association IS Bindra Stadium, Mohali",1122727,,,,3941.0,2017,True,True,18,0.72
Visakhapatnam,2017-12-17,male,,India,Kuldeep Yadav,India,SD Fry,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1122728,8.0,,,3942.0,2017,True,False,18,0.72
Hong Kong,2016-11-04,male,106.0,Hong Kong,Babar Hayat,Papua New Guinea,Tabarak Dar,"Mission Road Ground, Mong Kok",1026847,,,,,2016,False,False,1,0.5
Hong Kong,2016-11-06,male,14.0,Papua New Guinea,CA Soper,Papua New Guinea,Tabarak Dar,"Mission Road Ground, Mong Kok",1026849,,,,,2016,True,True,1,0.5
Antigua,2017-03-03,male,45.0,England,EJG Morgan,West Indies,GO Brathwaite,"Sir Vivian Richards Stadium, North Sound",1027315,,,,,2017,False,False,3,0.17647058823529413
Antigua,2017-03-05,male,,England,JE Root,West Indies,N Duguid,"Sir Vivian Richards Stadium, North Sound",1027317,4.0,,,,2017,False,True,3,0.17647058823529413
Barbados,2017-03-09,male,186.0,England,AD Hales,West Indies,GO Brathwaite,"Kensington Oval, Bridgetown",1027319,,,,,2017,False,False,3,0.17647058823529413
Manchester,2017-09-19,male,,England,JM Bairstow,West Indies,RT Robinson,Old Trafford,1031667,7.0,,,3911.0,2017,False,True,3,0.17647058823529413
Bristol,2017-09-24,male,124.0,England,MM Ali,West Indies,SD Fry,County Ground,1031671,,,,3915.0,2017,False,False,3,0.17647058823529413
Southampton,2017-09-29,male,,England,JM Bairstow,West Indies,MA Gough,The Rose Bowl,1031675,9.0,,,3918.0,2017,False,True,3,0.17647058823529413
Guyana,2017-04-07,male,,West Indies,JN Mohammed,West Indies,SD Fry,Providence Stadium,1077949,4.0,,,,2017,True,False,3,0.17647058823529413
Guyana,2017-04-09,male,74.0,Pakistan,Babar Azam,West Indies,GO Brathwaite,Providence Stadium,1077950,,,,,2017,False,False,3,0.17647058823529413
Guyana,2017-04-11,male,,Pakistan,Shoaib Malik,West Indies,SD Fry,Providence Stadium,1077951,6.0,,,,2017,False,True,3,0.17647058823529413
St Lucia,2017-06-09,male,63.0,Afghanistan,Rashid Khan,West Indies,C Shamshuddin,"Darren Sammy National Cricket Stadium, Gros Islet",1089779,,,,,2017,False,False,3,0.17647058823529413
St Lucia,2017-06-11,male,,West Indies,SD Hope,West Indies,N Duguid,"Darren Sammy National Cricket Stadium, Gros Islet",1089780,4.0,,,,2017,True,False,3,0.17647058823529413
Trinidad,2017-06-25,male,105.0,India,AM Rahane,West Indies,N Duguid,"Queen's Park Oval, Port of Spain",1098207,,,,,2017,False,False,3,0.17647058823529413
Antigua,2017-06-30,male,93.0,India,MS Dhoni,West Indies,HDPK Dharmasena,"Sir Vivian Richards Stadium, North Sound",1098208,,,,,2017,False,False,3,0.17647058823529413
Antigua,2017-07-02,male,11.0,West Indies,JO Holder,West Indies,CB Gaffaney,"Sir Vivian Richards Stadium, North Sound",1098209,,,,,2017,True,True,3,0.17647058823529413
Jamaica,2017-07-06,male,,India,V Kohli,West Indies,HDPK Dharmasena,"Sabina Park, Kingston",1098210,8.0,,,,2017,False,True,3,0.17647058823529413
Whangarei,2017-12-20,male,,New Zealand,DAJ Bracewell,West Indies,CM Brown,Cobham Oval (New),1115795,5.0,,,3943.0,2017,False,True,3,0.17647058823529413
Christchurch,2017-12-23,male,204.0,New Zealand,TA Boult,West Indies,WR Knights,Hagley Oval,1115796,,,,3944.0,2017,False,False,3,0.17647058823529413
Bristol,2017-05-05,male,,England,AU Rashid,Ireland,RJ Bailey,County Ground,1029001,7.0,,,,2017,False,True,6,0.4
London,2017-05-07,male,85.0,England,JE Root,Ireland,RT Robinson,Lord's,1029003,,,,,2017,False,False,6,0.4
Dublin,2017-05-14,male,51.0,New Zealand,MJ Santner,Ireland,M Hawthorne,Malahide,1033363,,,,,2017,False,False,6,0.4
Dublin,2017-05-19,male,,Bangladesh,Mustafizur Rahman,Ireland,R Black,Malahide,1033367,8.0,,,,2017,False,True,6,0.4
Dublin,2017-05-21,male,190.0,New Zealand,TWM Latham,Ireland,AJ Neill,Malahide,1033369,,,,,2017,False,False,6,0.4
Greater Noida,2017-03-15,male,30.0,Afghanistan,WTS Porterfield,Ireland,Nitin Menon,Greater Noida Sports Complex Ground,1040491,,,1.0,,2017,False,False,6,0.4
Greater Noida,2017-03-17,male,34.0,Afghanistan,PR Stirling,Ireland,AK Chaudhary,Greater Noida Sports Complex Ground,1040493,,,1.0,,2017,False,False,6,0.4
Greater Noida,2017-03-19,male,,Ireland,PR Stirling,Ireland,Nitin Menon,Greater Noida Sports Complex Ground,1040495,6.0,,1.0,,2017,True,False,6,0.4
Greater Noida,2017-03-22,male,,Ireland,KJ O'Brien,Ireland,AK Chaudhary,Greater Noida Sports Complex Ground,1040497,3.0,,1.0,,2017,True,False,6,0.4
Greater Noida,2017-03-24,male,,Afghanistan,Rahmat Shah,Ireland,Nitin Menon,Greater Noida Sports Complex Ground,1040499,7.0,,1.0,,2017,False,True,6,0.4
Dubai,2017-03-02,male,85.0,Ireland,WTS Porterfield,Ireland,Iftikhar Ali,ICC Global Cricket Academy,1080630,,,,,2017,True,True,6,0.4
Dubai,2017-03-04,male,,Ireland,WTS Porterfield,Ireland,Akbar Ali,ICC Global Cricket Academy,1080631,8.0,,,,2017,True,False,6,0.4
,2017-12-05,male,138.0,Afghanistan,Mujeeb Ur Rahman,Ireland,RSA Palliyaguruge,Sharjah Cricket Stadium,1125472,,,,3935.0,2017,False,False,6,0.4
,2017-12-07,male,51.0,Ireland,BJ McCarthy,Ireland,RSA Palliyaguruge,Sharjah Cricket Stadium,1125473,,,,3937.0,2017,True,True,6,0.4
,2017-12-10,male,,Ireland,PR Stirling,Ireland,RSA Palliyaguruge,Sharjah Cricket Stadium,1125474,5.0,,,3940.0,2017,True,False,6,0.4
Mirpur,2016-10-07,male,21.0,England,JT Ball,England,Sharfuddoula,Shere Bangla National Stadium,1029819,,,,,2016,True,True,8,0.6153846153846154
Mirpur,2016-10-09,male,34.0,Bangladesh,Mashrafe Mortaza,England,Sharfuddoula,Shere Bangla National Stadium,1029821,,,,,2016,False,False,8,0.6153846153846154
Chittagong,2016-10-12,male,,England,AU Rashid,England,M Erasmus,Zahur Ahmed Chowdhury Stadium,1029823,4.0,,,,2016,True,False,8,0.6153846153846154
Port Elizabeth,2016-02-06,male,,England,AD Hales,England,HDPK Dharmasena,St George's Park,800471,5.0,,,,2016,True,False,8,0.6153846153846154
Centurion,2016-02-09,male,,South Africa,Q de Kock,England,CB Gaffaney,SuperSport Park,800473,7.0,,,,2016,False,True,8,0.6153846153846154
Johannesburg,2016-02-12,male,,South Africa,CH Morris,England,S George,New Wanderers Stadium,800475,1.0,,,,2016,False,True,8,0.6153846153846154
Cape Town,2016-02-14,male,,South Africa,AB de Villiers,England,CB Gaffaney,Newlands,800477,5.0,,,,2016,False,True,8,0.6153846153846154
Birmingham,2016-06-24,male,,England,JJ Roy,England,MA Gough,Edgbaston,913625,10.0,,,,2016,True,False,8,0.6153846153846154
Cardiff,2016-07-02,male,122.0,England,JC Buttler,England,MA Gough,Sophia Gardens,913631,,,,,2016,True,True,8,0.6153846153846154
London,2016-08-27,male,,England,JE Root,England,M Erasmus,Lord's,913655,4.0,,,,2016,True,False,8,0.6153846153846154
Nottingham,2016-08-30,male,169.0,England,AD Hales,England,SD Fry,Trent Bridge,913657,,,,,2016,True,True,8,0.6153846153846154
Leeds,2016-09-01,male,,England,JM Bairstow,England,M Erasmus,Headingley,913659,4.0,,,,2016,True,False,8,0.6153846153846154
Cardiff,2016-09-04,male,,Pakistan,Sarfraz Ahmed,England,RJ Bailey,Sophia Gardens,913661,4.0,,,,2016,False,True,8,0.6153846153846154
Greater Noida,2017-03-15,male,30.0,Afghanistan,WTS Porterfield,Afghanistan,Ahmed Shah Pakteen,Greater Noida Sports Complex Ground,1040491,,,1.0,,2017,True,True,6,0.5
Greater Noida,2017-03-17,male,34.0,Afghanistan,PR Stirling,Afghanistan,Ahmed Shah Durrani,Greater Noida Sports Complex Ground,1040493,,,1.0,,2017,True,True,6,0.5
Greater Noida,2017-03-19,male,,Ireland,PR Stirling,Afghanistan,Ahmed Shah Pakteen,Greater Noida Sports Complex Ground,1040495,6.0,,1.0,,2017,False,True,6,0.5
Greater Noida,2017-03-22,male,,Ireland,KJ O'Brien,Afghanistan,Ahmed Shah Durrani,Greater Noida Sports Complex Ground,1040497,3.0,,1.0,,2017,False,True,6,0.5
Greater Noida,2017-03-24,male,,Afghanistan,Rahmat Shah,Afghanistan,Ahmed Shah Pakteen,Greater Noida Sports Complex Ground,1040499,7.0,,1.0,,2017,True,False,6,0.5
,2017-02-19,male,54.0,Afghanistan,Rashid Khan,Afghanistan,RB Tiffin,Harare Sports Club,1079247,,,,,2017,True,True,6,0.5
,2017-02-21,male,3.0,Zimbabwe,SC Williams,Afghanistan,L Rusere,Harare Sports Club,1079248,,,,,2017,False,False,6,0.5
St Lucia,2017-06-09,male,63.0,Afghanistan,Rashid Khan,Afghanistan,JS Wilson,"Darren Sammy National Cricket Stadium, Gros Islet",1089779,,,,,2017,True,True,6,0.5
St Lucia,2017-06-11,male,,West Indies,SD Hope,Afghanistan,C Shamshuddin,"Darren Sammy National Cricket Stadium, Gros Islet",1089780,4.0,,,,2017,False,True,6,0.5
,2017-12-05,male,138.0,Afghanistan,Mujeeb Ur Rahman,Afghanistan,Ahmed Shah Pakteen,Sharjah Cricket Stadium,1125472,,,,3935.0,2017,True,True,6,0.5
,2017-12-07,male,51.0,Ireland,BJ McCarthy,Afghanistan,Bismillah Shinwari,Sharjah Cricket Stadium,1125473,,,,3937.0,2017,False,False,6,0.5
,2017-12-10,male,,Ireland,PR Stirling,Afghanistan,Ahmed Shah Pakteen,Sharjah Cricket Stadium,1125474,5.0,,,3940.0,2017,False,True,6,0.5
Cox's Bazar,2017-01-18,female,94.0,South Africa,M du Preez,Bangladesh,Anisur Rahman,Sheikh Kamal International Cricket Stadium,1041523,,,,,2017,False,False,1,0.16666666666666666
Cox's Bazar,2017-01-20,female,,South Africa,O Kirsten,Bangladesh,Anisur Rahman,Sheikh Kamal International Cricket Stadium,1041525,8.0,,,,2017,False,True,1,0.16666666666666666
Colombo,2017-02-08,female,67.0,Pakistan,Ghulam Fatima,Bangladesh,CA Polosak,P Sara Oval,1073408,,,1.0,,2017,False,False,1,0.16666666666666666
Colombo,2017-02-11,female,,South Africa,S Ismail,Bangladesh,AK Chaudhary,P Sara Oval,1073413,6.0,,1.0,,2017,False,True,1,0.16666666666666666
,2017-02-15,female,,Bangladesh,Jahanara Alam,Bangladesh,LS Reifer,Colombo Cricket Club Ground,1073423,7.0,,1.0,,2017,True,False,1,0.16666666666666666
Colombo,2017-02-17,female,,India,MR Meshram,Bangladesh,M Hawthorne,Nondescripts Cricket Club Ground,1073425,9.0,,1.0,,2017,False,True,1,0.16666666666666666
Cox's Bazar,2017-01-18,female,94.0,South Africa,M du Preez,South Africa,Tanvir Ahmed,Sheikh Kamal International Cricket Stadium,1041523,,,,,2017,True,True,12,0.631578947368421
Cox's Bazar,2017-01-20,female,,South Africa,O Kirsten,South Africa,Mahfuzur Rahman,Sheikh Kamal International Cricket Stadium,1041525,8.0,,,,2017,True,False,12,0.631578947368421
Colombo,2017-02-07,female,63.0,South Africa,CL Tryon,South Africa,RR Wimalasiri,Nondescripts Cricket Club Ground,1073403,,,1.0,,2017,True,True,12,0.631578947368421
Colombo,2017-02-11,female,,South Africa,S Ismail,South Africa,JM Williams,P Sara Oval,1073413,6.0,,1.0,,2017,True,False,12,0.631578947368421
Colombo,2017-02-15,female,49.0,India,M Raj,South Africa,RR Wimalasiri,P Sara Oval,1073421,,,1.0,,2017,False,False,12,0.631578947368421
Colombo,2017-02-17,female,,South Africa,S Luus,South Africa,IN Ramage,P Sara Oval,1073424,9.0,,,,2017,True,False,12,0.631578947368421
Colombo,2017-02-21,female,,India,DB Sharma,South Africa,CA Polosak,P Sara Oval,1073430,1.0,,1.0,,2017,False,True,12,0.631578947368421
Leicester,2017-06-25,female,,South Africa,S Ismail,South Africa,Sharfuddoula,Grace Road,1085947,3.0,,1.0,,2017,True,False,12,0.631578947368421
Leicester,2017-07-02,female,,South Africa,M Kapp,South Africa,S Redfern,Grace Road,1085956,10.0,,1.0,,2017,True,False,12,0.631578947368421
Bristol,2017-07-05,female,68.0,England,SJ Taylor,South Africa,P Wilson,County Ground,1085957,,,,,2017,False,False,12,0.631578947368421
Leicester,2017-07-08,female,115.0,South Africa,D van Niekerk,South Africa,P Wilson,Grace Road,1085962,,,1.0,,2017,True,True,12,0.631578947368421
Taunton,2017-07-12,female,,South Africa,D van Niekerk,South Africa,GO Brathwaite,County Ground,1085966,8.0,,1.0,,2017,True,False,12,0.631578947368421
Taunton,2017-07-15,female,59.0,Australia,EA Perry,South Africa,L Rusere,County Ground,1085969,,,1.0,,2017,False,False,12,0.631578947368421
Bristol,2017-07-18,female,,England,SJ Taylor,South Africa,CM Brown,County Ground,1085973,2.0,,,1083.0,2017,False,True,12,0.631578947368421
Potchefstroom,2017-05-09,female,,India,S Pandey,South Africa,AT Holdstock,North-West University No1 Ground,1089522,7.0,,,,2017,False,True,12,0.631578947368421
Potchefstroom,2017-05-11,female,178.0,South Africa,L Wolvaardt,South Africa,AT Holdstock,Senwes Park,1089524,,,,,2017,True,True,12,0.631578947368421
Potchefstroom,2017-05-17,female,8.0,South Africa,CL Tryon,South Africa,BP Jele,Senwes Park,1089528,,,,,2017,True,True,12,0.631578947368421
Potchefstroom,2017-05-19,female,120.0,South Africa,A Steyn,South Africa,AT Holdstock,North-West University No1 Ground,1089530,,,,,2017,True,True,12,0.631578947368421
Potchefstroom,2017-05-21,female,,India,PG Raut,South Africa,AT Holdstock,Senwes Park,1089533,8.0,,,,2017,False,True,12,0.631578947368421
Canberra,2016-11-18,female,,Australia,EA Perry,Australia,GJ Davidson,Manuka Oval,1043953,2.0,,,,2016,True,False,5,0.7142857142857143
Coffs Harbour,2016-11-29,female,43.0,Australia,EA Perry,Australia,PJ Gillespie,International Sports Stadium,1043961,,,,,2016,True,True,5,0.7142857142857143
,2016-09-18,female,,Australia,,Australia,RMPJ Rambukwella,Rangiri Dambulla International Stadium,1044203,4.0,,,,2016,True,False,5,0.7142857142857143
Colombo,2016-09-25,female,137.0,Australia,NE Bolton,Australia,RR Wimalasiri,Khettarama Stadium,1044209,,,,,2016,True,True,5,0.7142857142857143
Hobart,2016-02-07,female,,India,M Raj,Australia,MW Graham-Smith,Bellerive Oval,895797,5.0,,,,2016,False,True,5,0.7142857142857143
Mount Maunganui,2016-02-20,female,9.0,New Zealand,AE Satterthwaite,Australia,AL Gillies,Bay Oval,916661,,,,,2016,False,False,5,0.7142857142857143
Mount Maunganui,2016-02-22,female,,Australia,MM Lanning,Australia,AL Gillies,Bay Oval,916663,8.0,,,,2016,True,False,5,0.7142857142857143
Canberra,2016-11-18,female,,Australia,EA Perry,South Africa,GC Joshua,Manuka Oval,1043953,2.0,,,,2016,False,True,3,0.2727272727272727
Coffs Harbour,2016-11-29,female,43.0,Australia,EA Perry,South Africa,JD Ward,International Sports Stadium,1043961,,,,,2016,False,False,3,0.2727272727272727
East London,2016-02-24,female,16.0,West Indies,DJS Dottin,South Africa,DJ Smith,Buffalo Park,907389,,,,,2016,False,False,3,0.2727272727272727
